"TOA5","ExampleSite","CR3000","8675","OS32","EddyFlux.CR3"
"TIMESTAMP","RECORD","Ux","Uy","Uz","T_SONIC","CO2_density","H2O_density"
"2024-07-15 12:03:53.250",4665,4.0285,0.2338,-0.0410,25.0344,748.7634,12.3898
"2024-07-15 12:03:53.300",4666,3.7788,0.2751,-0.1960,25.3560,747.2037,11.5439
"2024-07-15 12:03:53.350",4667,3.4306,-0.0436,-0.0722,25.7493,746.7834,10.8954
"2024-07-15 12:03:53.400",4668,4.1827,-0.0229,0.1222,24.7895,748.6300,12.5987
"2024-07-15 12:03:53.450",4669,4.3089,-0.0493,-0.1649,24.1082,763.0161,11.5686
"2024-07-15 12:03:53.500",4670,4.5849,0.0935,-0.1620,25.0108,748.3667,12.4009
"2024-07-15 12:03:53.550",4671,4.4072,0.0820,-0.2160,24.4014,738.5877,11.8628
"2024-07-15 12:03:53.600",4672,3.9941,-0.0286,-0.1895,24.9920,746.8402,11.8935
"2024-07-15 12:03:53.650",4673,3.8164,0.2497,-0.0848,24.7556,740.5910,11.9748
"2024-07-15 12:03:53.700",4674,4.0443,0.1645,0.2868,25.0814,749.2176,12.2496
"2024-07-15 12:03:53.750",4675,5.0564,0.2505,-0.3335,25.2160,745.6038,11.0388
"2024-07-15 12:03:53.800",4676,4.8488,0.4963,-0.1358,24.5507,750.8008,11.5574
"2024-07-15 12:03:53.850",4677,3.9325,0.0574,-0.0601,24.2978,754.1345,12.6019
"2024-07-15 12:03:53.900",4678,3.9499,0.1928,0.0944,25.0010,758.6478,11.3418
"2024-07-15 12:03:53.950",4679,4.4305,0.1772,-0.1682,26.1235,761.9260,11.8961
"2024-07-15 12:03:54.000",4680,4.2224,0.1058,-0.0465,24.4338,743.5987,12.9221
"2024-07-15 12:03:54.050",4681,3.9806,0.2101,-0.1216,25.0950,742.4810,11.6131
"2024-07-15 12:03:54.100",4682,3.4001,0.4586,-0.2478,24.4104,739.7621,11.5550
"2024-07-15 12:03:54.150",4683,3.7702,0.3956,-0.0333,24.7947,751.4995,11.7785
"2024-07-15 12:03:54.200",4684,5.2050,0.0818,0.0621,25.4132,746.9014,12.0827
"2024-07-15 12:03:54.250",4685,3.7496,0.2548,0.0151,24.9299,744.2222,12.9318
"2024-07-15 12:03:54.300",4686,4.2932,-0.1177,-0.0631,24.2153,753.8104,11.9891
"2024-07-15 12:03:54.350",4687,4.0020,0.0315,-0.0473,25.3936,755.2792,12.4232
"2024-07-15 12:03:54.400",4688,3.2239,0.1628,0.0380,24.6326,741.7049,11.3567
"2024-07-15 12:03:54.450",4689,4.7499,-0.0383,0.0071,24.9218,749.2311,11.8401
"2024-07-15 12:03:54.500",4690,4.3946,0.2071,-0.0938,25.0257,743.6123,12.2380
"2024-07-15 12:03:54.550",4691,3.6595,0.0753,0.0770,24.7963,748.2449,12.5838
"2024-07-15 12:03:54.600",4692,3.5134,0.2997,0.1424,25.5834,760.8826,11.6789
"2024-07-15 12:03:54.650",4693,3.5660,0.3634,0.1410,24.6046,752.4240,13.3621
"2024-07-15 12:03:54.700",4694,4.0523,0.3847,0.2365,26.2519,751.2285,12.6265
"2024-07-15 12:03:54.750",4695,3.6058,0.2050,-0.0670,24.0573,741.9848,12.2150
"2024-07-15 12:03:54.800",4696,4.2248,-0.0083,0.2336,24.4450,751.2863,11.7924
"2024-07-15 12:03:54.850",4697,4.0535,0.3797,0.1136,25.3539,752.9008,11.3636
"2024-07-15 12:03:54.900",4698,4.5673,-0.0121,-0.0159,24.8243,751.7506,11.7576
"2024-07-15 12:03:54.950",4699,3.9207,0.5238,-0.1943,24.9988,744.4294,12.3372
"2024-07-15 12:03:55.000",4700,3.6366,0.2077,-0.1987,25.6458,750.3639,12.0689
"2024-07-15 12:03:55.050",4701,4.4145,-0.0503,-0.0923,25.0850,741.1901,11.1727
"2024-07-15 12:03:55.100",4702,3.5894,-0.0282,-0.0516,25.2612,753.7494,12.9047
"2024-07-15 12:03:55.150",4703,3.9887,0.2309,-0.0037,25.1601,751.9918,12.4611
"2024-07-15 12:03:55.200",4704,4.4591,0.3039,0.2265,25.0134,746.9422,11.7760
"2024-07-15 12:03:55.250",4705,3.9471,-0.0167,-0.0920,24.4301,751.7198,12.1769
"2024-07-15 12:03:55.300",4706,3.1155,0.0692,0.2738,25.3149,752.2717,11.6679
"2024-07-15 12:03:55.350",4707,4.1436,0.1971,-0.1195,24.7531,747.6437,11.2557
"2024-07-15 12:03:55.400",4708,3.3382,0.1601,-0.1272,24.8495,741.9717,12.4007
"2024-07-15 12:03:55.450",4709,5.0402,0.4055,0.1696,25.3131,751.3279,12.0433
"2024-07-15 12:03:55.500",4710,3.5427,0.3380,0.0946,24.7685,752.6300,11.6530
"2024-07-15 12:03:55.550",4711,3.6849,0.3550,0.0646,24.8840,748.2617,12.0874
"2024-07-15 12:03:55.600",4712,3.0823,0.0484,-0.1898,25.0059,755.4431,12.2386
"2024-07-15 12:03:55.650",4713,3.7443,0.0587,-0.1131,25.9998,750.3403,12.0999
"2024-07-15 12:03:55.700",4714,2.9444,-0.0362,-0.0066,24.7509,750.6653,12.0599
"2024-07-15 12:03:55.750",4715,4.3002,-0.1738,-0.1658,24.9502,746.7630,11.8449
"2024-07-15 12:03:55.800",4716,4.0545,0.0510,0.0288,25.2720,750.3254,12.3604
"2024-07-15 12:03:55.850",4717,2.9135,0.0828,0.1338,24.5678,744.9997,11.9369
"2024-07-15 12:03:55.900",4718,3.9913,0.0931,0.2765,25.1432,745.4856,11.2802
"2024-07-15 12:03:55.950",4719,4.2028,0.0147,0.3229,25.2140,752.7999,12.1243
"2024-07-15 12:03:56.000",4720,4.5608,-0.2791,-0.1805,25.5171,757.5029,11.3824
"2024-07-15 12:03:56.050",4721,3.0907,0.2335,0.0728,25.0737,749.7019,11.0741
"2024-07-15 12:03:56.100",4722,3.8125,0.1548,-0.0822,24.0406,752.9237,12.4329
"2024-07-15 12:03:56.150",4723,3.6027,0.1628,-0.0745,24.7564,752.4658,12.2587
"2024-07-15 12:03:56.200",4724,4.5374,0.4108,-0.0258,26.4211,757.7498,11.6709
"2024-07-15 12:03:56.250",4725,4.0633,-0.1972,0.0041,25.8368,763.9065,11.9394
"2024-07-15 12:03:56.300",4726,4.1674,0.3211,0.2970,24.5085,763.2776,11.8415
"2024-07-15 12:03:56.350",4727,3.4149,0.1369,-0.1214,25.2096,741.7380,12.0708
"2024-07-15 12:03:56.400",4728,4.3320,0.4966,0.1021,25.7106,746.9717,12.1971
"2024-07-15 12:03:56.450",4729,2.8854,0.1772,0.0580,25.2386,742.1296,11.8049
"2024-07-15 12:03:56.500",4730,3.8746,0.1142,0.1088,24.8916,750.4966,11.7552
"2024-07-15 12:03:56.550",4731,4.5324,0.4278,-0.0463,26.4253,746.1676,12.5036
"2024-07-15 12:03:56.600",4732,3.5245,0.3546,0.1043,24.4941,749.3470,12.9339
"2024-07-15 12:03:56.650",4733,3.5928,0.2804,0.0503,24.9789,741.3443,12.4143
"2024-07-15 12:03:56.700",4734,4.0058,0.4208,0.0348,25.0322,751.8627,11.5062
"2024-07-15 12:03:56.750",4735,4.7791,0.1249,-0.0544,25.6461,751.2367,11.8818
"2024-07-15 12:03:56.800",4736,4.2069,0.3252,-0.0178,25.4612,743.6472,12.1309
"2024-07-15 12:03:56.850",4737,4.4001,0.3244,-0.3362,24.9367,743.9298,12.6429
"2024-07-15 12:03:56.900",4738,3.8047,0.4349,-0.1826,25.1953,750.0397,13.3820
"2024-07-15 12:03:56.950",4739,4.5890,0.4228,0.3042,25.1419,749.5025,11.8932
"2024-07-15 12:03:57.000",4740,4.1639,-0.3540,0.0003,25.1134,749.2207,11.2345
"2024-07-15 12:03:57.050",4741,3.9251,-0.1067,0.2661,24.8713,739.6865,11.8967
"2024-07-15 12:03:57.100",4742,4.4477,0.2352,-0.1371,24.6609,748.5658,11.7802
"2024-07-15 12:03:57.150",4743,3.3702,0.1865,-0.2001,25.4745,755.3555,11.4984
"2024-07-15 12:03:57.200",4744,3.6417,0.1154,-0.0047,25.1284,752.3153,12.2199
"2024-07-15 12:03:57.250",4745,4.7769,0.2121,-0.1954,24.1954,758.1789,12.2548
"2024-07-15 12:03:57.300",4746,4.1032,0.2898,0.0240,25.2166,748.1371,12.5276
"2024-07-15 12:03:57.350",4747,3.7376,0.0193,-0.2536,24.8811,756.3375,11.7713
"2024-07-15 12:03:57.400",4748,3.3107,0.2570,-0.0977,25.7741,755.3730,11.3646
"2024-07-15 12:03:57.450",4749,3.9131,0.0489,-0.1741,24.9720,754.0912,11.9591
"2024-07-15 12:03:57.500",4750,3.7419,-0.2412,-0.0999,25.2759,743.2903,12.6413
"2024-07-15 12:03:57.550",4751,3.7082,0.2387,-0.0599,24.4118,752.2015,11.7010
"2024-07-15 12:03:57.600",4752,3.5835,-0.2752,0.1954,25.0031,755.5328,12.3101
"2024-07-15 12:03:57.650",4753,4.5532,0.0872,-0.2059,25.3813,750.6510,11.7668
"2024-07-15 12:03:57.700",4754,4.3714,0.2616,0.0958,24.4888,754.8881,11.9977
"2024-07-15 12:03:57.750",4755,4.5424,0.3937,0.1029,24.9444,753.5478,12.5554
"2024-07-15 12:03:57.800",4756,4.3034,0.2405,0.1068,24.7371,757.5699,11.1591
"2024-07-15 12:03:57.850",4757,4.0172,0.1188,-0.0961,25.1526,744.3726,13.0760
"2024-07-15 12:03:57.900",4758,3.3239,0.0097,-0.1569,25.0992,755.0727,12.2630
"2024-07-15 12:03:57.950",4759,4.7362,0.0345,0.0988,24.8482,751.1404,12.5543
"2024-07-15 12:03:58.000",4760,3.1539,0.5982,-0.0218,24.1967,746.5358,12.0512
"2024-07-15 12:03:58.050",4761,3.6535,-0.2096,0.0145,24.6391,753.2557,11.4658
"2024-07-15 12:03:58.100",4762,5.1308,0.3027,0.0295,25.3116,740.8924,11.7515
"2024-07-15 12:03:58.150",4763,4.8915,0.1360,-0.0094,24.7668,757.3225,11.8777
"2024-07-15 12:03:58.200",4764,3.3741,0.7158,-0.2063,24.9513,745.7910,11.6492
"2024-07-15 12:03:58.250",4765,3.4701,0.0920,0.1476,24.0490,756.3040,12.5442
"2024-07-15 12:03:58.300",4766,4.2545,0.2252,0.0415,25.7117,741.2711,12.3636
"2024-07-15 12:03:58.350",4767,3.6269,0.3651,-0.0920,25.3534,742.2576,11.1537
"2024-07-15 12:03:58.400",4768,3.9435,0.4871,0.0804,25.2646,754.3010,11.8015
"2024-07-15 12:03:58.450",4769,4.3054,0.0841,-0.0471,24.9051,747.2724,11.9670
"2024-07-15 12:03:58.500",4770,3.8727,0.0585,-0.0211,25.0776,744.5007,12.2087
"2024-07-15 12:03:58.550",4771,3.7532,0.2396,-0.0998,25.5252,754.7806,11.4753
"2024-07-15 12:03:58.600",4772,4.2625,0.4893,-0.1422,24.5655,753.6753,11.3464
"2024-07-15 12:03:58.650",4773,3.6112,-0.0029,0.1121,24.6538,748.5770,11.6258
"2024-07-15 12:03:58.700",4774,4.5743,0.0281,-0.2111,24.2766,753.4683,12.3829
"2024-07-15 12:03:58.750",4775,4.6243,-0.0522,-0.0347,26.2136,748.4884,11.7183
"2024-07-15 12:03:58.800",4776,3.9895,0.3060,0.0770,24.6928,747.0748,11.8518
"2024-07-15 12:03:58.850",4777,3.6350,-0.0470,0.2712,24.7965,748.2488,11.8405
"2024-07-15 12:03:58.900",4778,3.9597,0.2870,-0.0698,25.5697,752.9891,11.9046
"2024-07-15 12:03:58.950",4779,3.6669,0.4170,-0.0243,24.3786,755.1053,11.6368
"2024-07-15 12:03:59.000",4780,4.4343,-0.3029,-0.0553,25.5800,750.0257,12.2991
"2024-07-15 12:03:59.050",4781,3.5490,0.2695,0.0006,25.1217,760.1964,12.6523
"2024-07-15 12:03:59.100",4782,4.3960,0.3609,-0.1364,24.7644,742.3371,11.3652
"2024-07-15 12:03:59.150",4783,3.5567,0.1942,-0.1838,24.9804,749.2299,11.4329
"2024-07-15 12:03:59.200",4784,4.7628,-0.0649,0.1676,23.8729,749.2888,11.4012
"2024-07-15 12:03:59.250",4785,3.6728,0.5620,-0.0520,24.4477,752.4382,11.8221
"2024-07-15 12:03:59.300",4786,4.0754,0.0171,-0.1298,24.6062,753.9922,11.8866
"2024-07-15 12:03:59.350",4787,3.4759,0.2324,0.0119,25.2868,747.5910,11.9612
"2024-07-15 12:03:59.400",4788,4.2108,-0.0019,0.1329,25.0082,744.4949,11.4458
"2024-07-15 12:03:59.450",4789,3.9503,0.0900,0.1132,24.8566,751.5152,11.5757
"2024-07-15 12:03:59.500",4790,3.9885,0.4631,-0.0222,24.7235,745.6810,11.9906
"2024-07-15 12:03:59.550",4791,4.7047,-0.0727,-0.0075,24.1431,747.9479,12.1314
"2024-07-15 12:03:59.600",4792,3.2098,0.1110,0.0436,25.0656,751.6948,11.5127
"2024-07-15 12:03:59.650",4793,4.1451,0.0800,0.1071,23.8447,748.5520,12.0494
"2024-07-15 12:03:59.700",4794,4.6747,0.2174,0.0282,25.1877,756.2654,11.8091
"2024-07-15 12:03:59.750",4795,3.2984,-0.1189,0.0996,25.1116,748.7183,11.7070
"2024-07-15 12:03:59.800",4796,4.0904,0.2419,0.0720,24.4457,741.1785,11.5432
"2024-07-15 12:03:59.850",4797,3.3244,-0.0806,0.2355,23.8665,752.3485,12.4535
"2024-07-15 12:03:59.900",4798,4.4937,0.2554,0.1980,25.8917,748.4888,12.2237
"2024-07-15 12:03:59.950",4799,4.6379,0.0276,-0.0367,24.6871,752.3049,11.0510
"2024-07-15 12:04:00.000",4800,4.7183,0.3068,0.0885,23.8183,744.7993,12.7452
"2024-07-15 12:04:00.050",4801,3.9113,-0.1448,0.0332,25.3396,752.6575,11.9248
"2024-07-15 12:04:00.100",4802,4.5678,0.0596,0.0810,25.0675,749.3346,11.8105
"2024-07-15 12:04:00.150",4803,3.8282,0.2065,-0.0439,25.3665,747.3201,12.7841
"2024-07-15 12:04:00.200",4804,3.7097,0.3840,0.1445,25.0829,750.3838,11.6355
"2024-07-15 12:04:00.250",4805,3.7415,0.2440,-0.0068,25.5915,747.7271,11.8030
"2024-07-15 12:04:00.300",4806,3.1676,0.3287,0.0830,25.4885,755.1672,12.3945
"2024-07-15 12:04:00.350",4807,4.4156,0.3220,0.1146,24.0790,744.5010,11.3684
"2024-07-15 12:04:00.400",4808,4.6351,0.0434,-0.0934,25.0033,743.7816,12.1903
"2024-07-15 12:04:00.450",4809,2.9348,-0.0355,0.0298,24.3792,756.4956,12.0231
"2024-07-15 12:04:00.500",4810,4.5660,0.2716,-0.0018,24.5017,754.6457,12.2206
"2024-07-15 12:04:00.550",4811,5.0423,0.3657,-0.0596,25.1447,752.1107,12.5815
"2024-07-15 12:04:00.600",4812,4.6609,0.1676,-0.1823,24.0731,744.3023,11.7041
"2024-07-15 12:04:00.650",4813,4.7522,0.5039,0.1440,25.6152,746.4630,11.2423
"2024-07-15 12:04:00.700",4814,3.4967,-0.2070,-0.1671,24.7470,750.8335,12.0677
"2024-07-15 12:04:00.750",4815,3.6552,0.3138,-0.1006,25.0050,744.4501,12.5443
"2024-07-15 12:04:00.800",4816,4.0104,0.3358,-0.1824,25.0872,752.8617,10.9781
"2024-07-15 12:04:00.850",4817,4.5840,-0.0499,0.0316,25.8939,754.7745,11.2550
"2024-07-15 12:04:00.900",4818,3.9110,0.4467,-0.1225,24.8201,748.0606,12.2850
"2024-07-15 12:04:00.950",4819,3.2315,0.3252,-0.0934,24.9943,748.8756,12.2999
"2024-07-15 12:04:01.000",4820,3.9895,0.4881,0.1484,24.6023,756.8265,12.1597
"2024-07-15 12:04:01.050",4821,4.0849,0.3696,-0.1562,24.3103,750.1247,11.6968
"2024-07-15 12:04:01.100",4822,5.0369,0.0471,0.0060,25.0960,756.1564,11.5027
"2024-07-15 12:04:01.150",4823,3.1940,0.4789,0.0121,25.4049,754.2835,12.5150
"2024-07-15 12:04:01.200",4824,3.8111,0.0702,-0.2994,24.5025,750.3108,11.6493
"2024-07-15 12:04:01.250",4825,3.4295,0.2101,0.2014,24.9720,744.3359,12.6362
"2024-07-15 12:04:01.300",4826,3.6129,0.4959,-0.0395,25.0516,757.8045,11.3243
"2024-07-15 12:04:01.350",4827,3.4749,0.1347,-0.0210,26.3210,745.5597,11.3479
"2024-07-15 12:04:01.400",4828,3.5321,0.2464,0.0738,24.6465,750.1052,12.9726
"2024-07-15 12:04:01.450",4829,4.0176,0.2642,0.2833,24.6510,746.1830,11.7652
"2024-07-15 12:04:01.500",4830,3.7360,-0.1642,0.0207,25.1085,749.0707,12.1237
"2024-07-15 12:04:01.550",4831,4.1291,-0.0632,0.0433,25.2793,742.0145,12.7316
"2024-07-15 12:04:01.600",4832,3.3821,-0.0276,0.0303,25.2673,753.8884,12.2805
"2024-07-15 12:04:01.650",4833,3.7401,0.2217,-0.0475,25.0871,750.3423,11.7475
"2024-07-15 12:04:01.700",4834,3.8264,-0.1704,0.1245,25.1488,738.4666,12.3966
"2024-07-15 12:04:01.750",4835,3.9735,0.0126,-0.1538,24.6559,745.3424,11.6014
"2024-07-15 12:04:01.800",4836,4.8503,0.2742,0.3054,25.1129,752.8963,11.5596
"2024-07-15 12:04:01.850",4837,3.9160,0.1837,0.0930,24.9753,751.7566,12.1578
"2024-07-15 12:04:01.900",4838,3.8486,0.1189,-0.1003,25.5412,748.4878,12.1644
"2024-07-15 12:04:01.950",4839,3.9217,0.4125,-0.2982,25.1515,743.7254,12.1954
"2024-07-15 12:04:02.000",4840,3.9267,-0.0957,0.0506,25.1121,748.8439,11.9477
"2024-07-15 12:04:02.050",4841,4.0808,0.4356,-0.0471,25.5065,749.8127,12.6479
"2024-07-15 12:04:02.100",4842,3.8824,0.0667,-0.1647,24.9831,746.0341,12.7022
"2024-07-15 12:04:02.150",4843,3.5644,0.0620,0.0872,25.5929,753.6552,12.5293
"2024-07-15 12:04:02.200",4844,3.9599,0.1868,0.3018,25.8451,753.5710,12.5533
"2024-07-15 12:04:02.250",4845,4.4293,-0.0412,-0.0059,25.7484,753.6017,11.9682
"2024-07-15 12:04:02.300",4846,4.7544,0.2739,0.1133,25.1873,752.7058,12.3063
"2024-07-15 12:04:02.350",4847,4.6498,0.4860,-0.0677,25.1778,756.3550,11.9342
"2024-07-15 12:04:02.400",4848,3.3456,0.0183,-0.1259,24.7709,746.2689,12.5146
"2024-07-15 12:04:02.450",4849,3.8616,0.4522,-0.1695,24.8233,750.5214,12.4053
"2024-07-15 12:04:02.500",4850,4.5718,0.0923,0.1490,24.1591,754.3567,11.3295
"2024-07-15 12:04:02.550",4851,4.2233,0.4258,0.1331,24.1804,747.7638,12.3585
"2024-07-15 12:04:02.600",4852,4.3441,0.2552,-0.3302,25.5990,756.8813,12.0819
"2024-07-15 12:04:02.650",4853,4.1143,0.3006,0.2191,25.1253,749.0441,12.1908
"2024-07-15 12:04:02.700",4854,3.9944,0.2000,-0.2649,25.2614,755.8573,12.5102
"2024-07-15 12:04:02.750",4855,4.4755,0.1894,0.0219,25.5957,754.3368,12.7432
"2024-07-15 12:04:02.800",4856,3.6636,0.0642,-0.0499,24.5285,743.3927,12.2343
"2024-07-15 12:04:02.850",4857,4.2003,0.2492,0.0531,24.2681,747.5997,11.8533
"2024-07-15 12:04:02.900",4858,4.0243,-0.0920,-0.1392,24.7818,755.2914,12.1309
"2024-07-15 12:04:02.950",4859,4.5108,0.1755,0.0001,25.2495,749.1139,11.6876
"2024-07-15 12:04:03.000",4860,3.2551,0.0804,0.1254,25.6303,746.1342,11.1331
"2024-07-15 12:04:03.050",4861,4.4633,0.2139,-0.2021,23.4446,745.1829,11.7685
"2024-07-15 12:04:03.100",4862,3.4242,0.3384,-0.1219,25.0062,761.8674,12.0587
"2024-07-15 12:04:03.150",4863,3.9422,0.1814,0.1004,25.2725,744.9822,11.7944
"2024-07-15 12:04:03.200",4864,3.6663,0.1435,0.2740,25.3087,749.6012,12.6223
"2024-07-15 12:04:03.250",4865,4.0942,-0.1276,0.2496,24.9218,738.7199,11.2002
"2024-07-15 12:04:03.300",4866,4.5638,-0.1167,0.2024,25.0405,753.5695,11.8716
"2024-07-15 12:04:03.350",4867,4.2617,0.2633,-0.0058,24.4673,751.7926,11.0915
"2024-07-15 12:04:03.400",4868,4.4658,0.2394,0.0696,23.6915,744.3713,11.7471
"2024-07-15 12:04:03.450",4869,4.3368,0.0114,0.3822,24.8683,744.9200,11.9066
"2024-07-15 12:04:03.500",4870,3.5245,-0.0369,0.1516,25.2566,752.5807,12.6384
"2024-07-15 12:04:03.550",4871,4.2433,-0.0135,0.1063,24.4367,747.6098,11.9771
"2024-07-15 12:04:03.600",4872,3.9264,-0.1582,-0.1451,24.9887,746.9466,12.5631
"2024-07-15 12:04:03.650",4873,4.6487,-0.0241,0.0090,25.7914,749.3289,11.7965
"2024-07-15 12:04:03.700",4874,4.4301,0.1452,0.1906,24.7026,747.6271,12.3951
"2024-07-15 12:04:03.750",4875,4.0503,0.2217,-0.2864,24.8233,754.3202,11.6081
"2024-07-15 12:04:03.800",4876,4.3503,0.2536,-0.0300,25.6789,748.3008,11.8649
"2024-07-15 12:04:03.850",4877,3.8944,0.2161,0.1150,24.2637,754.3402,12.0340
"2024-07-15 12:04:03.900",4878,4.2770,0.6784,-0.0767,24.3877,750.9690,12.1761
"2024-07-15 12:04:03.950",4879,4.4358,0.0923,-0.1245,24.2335,743.1625,11.7920
"2024-07-15 12:04:04.000",4880,3.9417,0.6130,-0.2539,25.1677,746.3703,12.1114
"2024-07-15 12:04:04.050",4881,3.7234,0.4071,0.1544,24.9434,757.1956,12.3801
"2024-07-15 12:04:04.100",4882,4.6963,0.1914,0.1428,24.6159,745.6517,13.0899
"2024-07-15 12:04:04.150",4883,3.4571,0.1128,-0.2847,24.5771,745.0288,11.6649
"2024-07-15 12:04:04.200",4884,4.1499,0.3082,-0.1510,24.6052,755.4176,12.8526
"2024-07-15 12:04:04.250",4885,4.6280,-0.1293,0.1784,25.9268,741.5203,12.5414
"2024-07-15 12:04:04.300",4886,4.1126,0.1346,0.0159,25.2216,755.7879,12.5530
"2024-07-15 12:04:04.350",4887,3.2465,0.0703,0.0140,25.7861,736.3625,11.6946
"2024-07-15 12:04:04.400",4888,3.2361,-0.0739,0.1479,24.7341,738.3315,11.9208
"2024-07-15 12:04:04.450",4889,5.0179,-0.1613,0.0799,25.7839,749.7529,12.9640
"2024-07-15 12:04:04.500",4890,3.6701,0.4892,0.1815,24.9837,742.5640,11.4991
"2024-07-15 12:04:04.550",4891,2.8279,0.3188,0.0711,25.0396,749.3864,12.6788
"2024-07-15 12:04:04.600",4892,4.1489,0.0891,0.0221,26.0238,753.1108,11.8050
"2024-07-15 12:04:04.650",4893,3.9778,0.2927,-0.0632,24.7452,749.9434,12.7595
"2024-07-15 12:04:04.700",4894,4.3955,0.1181,0.1304,25.0043,751.7229,12.1268
"2024-07-15 12:04:04.750",4895,2.9449,-0.4095,0.0340,24.5736,741.8037,11.5890
"2024-07-15 12:04:04.800",4896,4.4623,0.2716,0.1158,25.2265,745.4058,12.3883
"2024-07-15 12:04:04.850",4897,4.2929,0.1765,0.0088,25.3962,746.2528,12.5439
"2024-07-15 12:04:04.900",4898,4.2825,0.2005,0.2297,24.3528,747.6991,11.6589
"2024-07-15 12:04:04.950",4899,4.1790,0.4365,-0.1475,26.6527,746.6862,12.1803
"2024-07-15 12:04:05.000",4900,4.0013,0.2092,-0.1189,25.5338,745.7304,11.1155
"2024-07-15 12:04:05.050",4901,3.4390,0.4891,0.1876,23.9964,754.0686,11.0090
"2024-07-15 12:04:05.100",4902,3.9864,-0.0416,0.1336,25.2773,754.8979,11.8524
"2024-07-15 12:04:05.150",4903,3.9043,-0.0998,-0.1546,25.4743,751.8363,12.0522
"2024-07-15 12:04:05.200",4904,4.6311,-0.0600,0.1080,24.4104,757.3894,12.2722
"2024-07-15 12:04:05.250",4905,4.4823,0.0597,0.3273,25.9993,752.1519,12.5876
"2024-07-15 12:04:05.300",4906,3.8491,-0.0537,0.1194,24.5403,756.5511,12.5239
"2024-07-15 12:04:05.350",4907,4.1176,0.2359,0.1484,25.1373,747.9777,11.2427
"2024-07-15 12:04:05.400",4908,4.4794,0.2733,0.4133,24.9520,751.5102,12.1628
"2024-07-15 12:04:05.450",4909,4.3254,0.0066,-0.0116,25.4138,748.3362,12.3951
"2024-07-15 12:04:05.500",4910,4.0484,0.2804,0.1727,24.8863,742.7407,11.8668
"2024-07-15 12:04:05.550",4911,3.5872,-0.2251,-0.0160,25.0995,755.1038,11.4303
"2024-07-15 12:04:05.600",4912,4.0443,0.4256,-0.0862,25.2681,757.9886,11.0688
"2024-07-15 12:04:05.650",4913,4.1363,0.4326,-0.0526,25.6934,753.1711,12.8847
"2024-07-15 12:04:05.700",4914,4.2912,0.5705,0.0450,24.3161,746.8450,12.5092
"2024-07-15 12:04:05.750",4915,4.4993,0.1379,0.2706,24.8230,752.3099,12.2171
"2024-07-15 12:04:05.800",4916,3.3348,0.1779,0.3570,24.5389,753.1258,11.4228
"2024-07-15 12:04:05.850",4917,3.5337,-0.0829,0.1412,24.5643,756.3375,11.7343
"2024-07-15 12:04:05.900",4918,4.0640,0.2823,-0.2425,25.1018,751.7495,12.5700
"2024-07-15 12:04:05.950",4919,3.5202,0.0366,0.0989,25.7062,747.0375,11.3824
"2024-07-15 12:04:06.000",4920,3.8416,-0.0027,0.0597,24.4601,754.8645,12.1063
"2024-07-15 12:04:06.050",4921,4.5020,-0.2847,-0.2637,25.6463,746.4024,11.2668
"2024-07-15 12:04:06.100",4922,3.8987,0.2485,-0.0237,25.2340,751.6625,12.1401
"2024-07-15 12:04:06.150",4923,4.6742,0.1972,-0.0065,25.4014,752.7633,11.5486
"2024-07-15 12:04:06.200",4924,3.9539,0.2876,-0.0880,24.7304,743.0427,10.5586
"2024-07-15 12:04:06.250",4925,3.8130,0.2255,-0.1643,25.6889,744.7665,12.4563
"2024-07-15 12:04:06.300",4926,4.2093,0.6353,0.0810,24.2769,755.2718,12.8488
"2024-07-15 12:04:06.350",4927,3.1139,0.3278,0.1290,24.8936,737.8902,11.8520
"2024-07-15 12:04:06.400",4928,3.7095,0.5060,-0.0133,24.7938,747.0674,12.1629
"2024-07-15 12:04:06.450",4929,4.0284,0.0420,0.0396,24.7214,737.0387,12.3340
"2024-07-15 12:04:06.500",4930,4.2866,0.2399,-0.0664,24.9640,754.0964,11.6841
"2024-07-15 12:04:06.550",4931,4.4298,-0.0950,0.0252,25.0129,755.0134,11.5405
"2024-07-15 12:04:06.600",4932,3.5951,-0.0789,-0.0850,25.1277,741.0108,11.7785
"2024-07-15 12:04:06.650",4933,4.3054,0.1794,0.0113,24.2470,749.4998,12.0143
"2024-07-15 12:04:06.700",4934,3.9181,0.2306,-0.0464,24.7720,744.8011,12.4872
"2024-07-15 12:04:06.750",4935,3.3867,0.2316,0.2720,25.5507,752.5468,12.1249
"2024-07-15 12:04:06.800",4936,3.9361,0.0197,-0.0381,25.2874,751.9486,12.3944
"2024-07-15 12:04:06.850",4937,4.6098,0.1683,0.0288,24.0505,761.2810,11.7931
"2024-07-15 12:04:06.900",4938,4.3258,0.1171,-0.0657,24.8815,743.7744,10.7599
"2024-07-15 12:04:06.950",4939,4.5798,0.3091,-0.1374,25.2260,754.1197,11.6535
"2024-07-15 12:04:07.000",4940,4.2059,0.4014,-0.2158,25.2667,751.8219,12.9402
"2024-07-15 12:04:07.050",4941,4.2785,0.1178,-0.0443,26.0117,748.2257,12.2931
"2024-07-15 12:04:07.100",4942,3.8808,0.4163,0.1696,24.9887,747.9662,11.7847
"2024-07-15 12:04:07.150",4943,3.1364,0.2201,0.0121,24.5919,740.8259,12.1031
